cluster,age,baseline_bmi,weight_change_kg_6m,motivation_score_program,mean_adherence_pct
0.0,28.81986531986532,26.486195286195287,-28.28973063973064,0.80056734006734,86.67828282828283
1.0,44.33608247422681,26.462886597938144,-13.944948453608248,0.49030927835051547,57.3181443298969
2.0,51.844897959183676,23.46081632653061,-19.31489795918367,0.7420734693877551,80.90020408163265
3.0,55.30373831775701,30.11214953271028,-24.862850467289718,0.8090864485981308,86.87032710280374
